sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time"
"1551930420.3","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""","shadow-voyeger","1551930420.593986",0,0,1551930420,0,0,canceled,"0.233",,,,,,,,,,,
